trip,similar
 Mistral Café,"[{'score': 91, 'google': ""Mistral Caffe'"", 'formatted_google': 'mistralcaffe'}]"
 Miscusi - Stazione Centrale,[]
 Misunchi,"[{'score': 93, 'google': 'Misunchì', 'formatted_google': 'misunchì'}]"
 Miyoshi,"[{'score': 100, 'google': 'Miyoshi', 'formatted_google': 'miyoshi'}]"
 Mitù,"[{'score': 86, 'google': 'Mito', 'formatted_google': 'mito'}]"
 Mit Café,[]
 Miyabi,"[{'score': 100, 'google': 'Miyabi', 'formatted_google': 'miyabi'}]"
 Mitology Lounge Bar,[]
 Miyama,"[{'score': 100, 'google': 'Miyama', 'formatted_google': 'miyama'}]"
 Mitú,"[{'score': 86, 'google': 'Mito', 'formatted_google': 'mito'}]"
 Mitù - Spirit Of Colombia,[]
 Mixamo,[]
 Mito Italia,[]
 Moby Dick 3,"[{'score': 100, 'google': 'Moby Dick 3', 'formatted_google': 'mobydick3'}]"
 Mo.Sto Bistrot,"[{'score': 100, 'google': 'Mo.Sto Bistrot', 'formatted_google': 'mostobistrot'}]"
 Moba Milano,"[{'score': 100, 'google': 'MOBA Milano', 'formatted_google': 'mobamilano'}]"
 Mo,"[{'score': 80, 'google': 'Amo', 'formatted_google': 'amo'}, {'score': 80, 'google': 'Mao', 'formatted_google': 'mao'}]"
 Mizzìca,[]
 Miu - Sapori D'oriente,[]
 Mitsui 2 - Viale Brenta,[]
 Moe's,[]
 Mo.lo. 3,"[{'score': 100, 'google': 'mo.lo.3', 'formatted_google': 'molo3'}]"
 Mon Amour,"[{'score': 100, 'google': 'Mon Amour', 'formatted_google': 'monamour'}]"
 Mo Comfort Cafe,"[{'score': 88, 'google': 'Mo Confort Cafè', 'formatted_google': 'moconfortcafè'}]"
 Modus Milano,"[{'score': 80, 'google': 'Muu House - Milano', 'formatted_google': 'muuhousemilano'}]"
 Momus,"[{'score': 80, 'google': 'Modus', 'formatted_google': 'modus'}]"
 MoMo Sushi Fusion Restaurant,"[{'score': 90, 'google': 'Ama Sushi Fusion Restaurant', 'formatted_google': 'amasushifusionrestaurant'}, {'score': 84, 'google': 'Shin Fusion Restaurant', 'formatted_google': 'shinfusionrestaurant'}, {'score': 84, 'google': 'Sushi shou fusion restaurant', 'formatted_google': 'sushishoufusionrestaurant'}]"
 Momo Café,[]
 Momo Milano,"[{'score': 80, 'google': 'Boom Milano', 'formatted_google': 'boommilano'}, {'score': 86, 'google': 'Combo, Milano', 'formatted_google': 'combomilano'}, {'score': 80, 'google': 'MOBA Milano', 'formatted_google': 'mobamilano'}]"
 Molto Ristoro Leggero,[]
 Mokarabia Caffé,[]
 Moma Centoundici,[]
 Montecristo,"[{'score': 100, 'google': 'Montecristo', 'formatted_google': 'montecristo'}]"
 Momo Ramen E Poke,[]
 Mondo Rosso,[]
 Mono Bar,"[{'score': 86, 'google': 'Momo Bar', 'formatted_google': 'momobar'}]"
 Monza 237,[]
 Monzù Bistrot,"[{'score': 100, 'google': 'Monzù Bistrot', 'formatted_google': 'monzùbistrot'}]"
 Montmartre Cafè 1952,[]
 MooKuzai,"[{'score': 100, 'google': 'Mookuzai', 'formatted_google': 'mookuzai'}]"
 Monsters Cooks Street Food Milan,[]
 MonteSoprano Restaurant,"[{'score': 80, 'google': 'Il Tesoro Restaurant', 'formatted_google': 'iltesororestaurant'}]"
 Monkey in The City,[]
 Moon Light 92,"[{'score': 100, 'google': 'Moon Light 92', 'formatted_google': 'moonlight92'}]"
 Mood,[]
 Montenapoleone 14,"[{'score': 82, 'google': 'Cova Montenapoleone', 'formatted_google': 'covamontenapoleone'}]"
 Monty Pizzeria,[]
 Moray,[]
 Moon Sushi,"[{'score': 100, 'google': 'Moon Sushi', 'formatted_google': 'moonsushi'}]"
 MooD F205,[]
 Mood Factory,[]
 Mood,[]
 Mordi & Fuggi,[]
 Morna,[]
 Morgan's Milano,"[{'score': 80, 'google': 'Borgia - Milano', 'formatted_google': 'borgiamilano'}]"
 Morso,"[{'score': 80, 'google': 'mosso', 'formatted_google': 'mosso'}]"
 Mood Sushi Experience,"[{'score': 92, 'google': 'Ono Sushi Experience', 'formatted_google': 'onosushiexperience'}]"
 Moscatelli,[]
 Morelli,"[{'score': 86, 'google': 'marelli', 'formatted_google': 'marelli'}]"
 Motta Milano 1928,"[{'score': 100, 'google': 'Motta Milano 1928', 'formatted_google': 'mottamilano1928'}]"
 Mosto Generoso,"[{'score': 100, 'google': 'Mosto Generoso', 'formatted_google': 'mostogeneroso'}]"
 Morgante Cocktail & Soul,[]
 Mosobna,[]
 Moscow Mule Bar,[]
 Motelombroso,"[{'score': 100, 'google': 'Motelombroso', 'formatted_google': 'motelombroso'}]"
 Moto Pizza 3,"[{'score': 87, 'google': 'MOTO PIZZA 3 sas', 'formatted_google': 'motopizza3sas'}, {'score': 80, 'google': 'Mondo Pizza', 'formatted_google': 'mondopizza'}, {'score': 90, 'google': 'Moto Pizza 4', 'formatted_google': 'motopizza4'}]"
 Moscova 7,[]
 Moscova 13,[]
 Moto Pizza a Domicilio,"[{'score': 100, 'google': 'Moto Pizza a Domicilio', 'formatted_google': 'motopizzaadomicilio'}]"
 Movida,[]
 Moya Sushi,"[{'score': 82, 'google': 'Max Sushi', 'formatted_google': 'maxsushi'}, {'score': 80, 'google': 'Miyagi Sushi', 'formatted_google': 'miyagisushi'}, {'score': 88, 'google': 'My Sushi', 'formatted_google': 'mysushi'}]"
 Mr. Jiao,"[{'score': 100, 'google': 'Mr. Jiao', 'formatted_google': 'mrjiao'}]"
 Mozzarella e Pomodoro,"[{'score': 100, 'google': 'Mozzarella e Pomodoro', 'formatted_google': 'mozzarellaepomodoro'}]"
 Moto Pizza Di Mara Gazmend,[]
 Mr Bombetta,[]
 Mr. Pie,[]
 Mount Everest Ristorante Nepalese,[]
 Mr Martino,[]
 Mr. Poli,"[{'score': 100, 'google': 'Mr. Poli', 'formatted_google': 'mrpoli'}]"
 Mr chicken,"[{'score': 82, 'google': 'Mister Chicken', 'formatted_google': 'misterchicken'}]"
 Muddica,"[{'score': 100, 'google': 'Muddica', 'formatted_google': 'muddica'}]"
 Mr Bulldog,[]
 Mr Moussa,[]
 Mozzarella e Basilico,[]
 Mr. Miao,"[{'score': 83, 'google': 'Mr. Jiao', 'formatted_google': 'mrjiao'}]"
 Mu Paolo Sarpi,"[{'score': 83, 'google': 'paolo sarpi 10', 'formatted_google': 'paolosarpi10'}]"
 Much More Lounge,[]
 Mr. Baguette Milano,"[{'score': 80, 'google': 'Ba Ghetto Milano', 'formatted_google': 'baghettomilano'}]"
 Mr. Tea Bar,[]
 Mulin De Milan,"[{'score': 100, 'google': 'Mulin de Milan', 'formatted_google': 'mulindemilan'}]"
 Murphy's Law,"[{'score': 100, 'google': ""Murphy's Law"", 'formatted_google': 'murphyslaw'}]"
 Mugen,[]
 Mudec Bistrot,[]
 Mundial Break,"[{'score': 100, 'google': 'Mundial Break', 'formatted_google': 'mundialbreak'}]"
 Muu House Milano,"[{'score': 100, 'google': 'Muu House - Milano', 'formatted_google': 'muuhousemilano'}]"
 Musikahan,[]
 Muu House Bistrot,[]
 Muud Creative Sushi,"[{'score': 100, 'google': 'Muud Creative Sushi', 'formatted_google': 'muudcreativesushi'}]"
 Mulligans,[]
 Muzza,[]
 Mugs & Co Cozy Cafe & Bakery,"[{'score': 93, 'google': 'Mugs & co. Cozy cafe and Bakery', 'formatted_google': 'mugscocozycafeandbakery'}]"
 Muu Sushi,"[{'score': 80, 'google': 'My Sushi', 'formatted_google': 'mysushi'}, {'score': 88, 'google': 'UMU Sushi', 'formatted_google': 'umusushi'}]"
 My Chef,[]
 Muu Muuzzarella,[]
 My Kimchi,"[{'score': 100, 'google': 'My Kimchi', 'formatted_google': 'mykimchi'}]"
 Muu Muuzzarella,[]
 Musicco Pizzeria D'Asporto,"[{'score': 82, 'google': ""Pizzeria D'Asporto"", 'formatted_google': 'pizzeriadasporto'}, {'score': 82, 'google': ""Pizzeria D'asporto"", 'formatted_google': 'pizzeriadasporto'}, {'score': 82, 'google': ""Pizzeria d'Asporto"", 'formatted_google': 'pizzeriadasporto'}, {'score': 80, 'google': 'Pizzeria da Asporto', 'formatted_google': 'pizzeriadaasporto'}]"
 Mundialpizza SAS Di Maiellaro Antonio &. C.,[]
 My Comfort Food,[]
 Mykonos,[]
 My Puglia,[]
 My Heart Gluten Free,[]
 Muzzi Breakfast & Salad Bar,[]
 My Way Café,[]
 My Home Cafe',[]
 Mychef Self Service,[]
 Mzmtr Milano,"[{'score': 81, 'google': 'Mezzo Metro Milano', 'formatted_google': 'mezzometromilano'}]"
 Mêvan Ke-Pub,[]
 N Restaurant,"[{'score': 100, 'google': 'N Restaurant', 'formatted_google': 'nrestaurant'}]"
 My Sushi - Rinascente,[]
 N'ombra de vin,"[{'score': 100, 'google': ""N'Ombra de Vin"", 'formatted_google': 'nombradevin'}]"
 N'ata - Espressioni di pizza,[]
 Nagott,[]
 NARA Sushi Restaurant,"[{'score': 80, 'google': 'Bonses Sushi Restaurant', 'formatted_google': 'bonsessushirestaurant'}, {'score': 80, 'google': 'Hanabi Milan Sushi Restaurant', 'formatted_google': 'hanabimilansushirestaurant'}, {'score': 82, 'google': 'KAITO SUSHI RESTAURANT', 'formatted_google': 'kaitosushirestaurant'}, {'score': 83, 'google': 'MIsushi Restaurant', 'formatted_google': 'misushirestaurant'}, {'score': 81, 'google': 'Misushi 2 restaurant', 'formatted_google': 'misushi2restaurant'}, {'score': 80, 'google': ""Norma'S Restaurant"", 'formatted_google': 'normasrestaurant'}, {'score': 90, 'google': 'Sakura Sushi Restaurant', 'formatted_google': 'sakurasushirestaurant'}, {'score': 82, 'google': 'Taiyo Sushi Restaurant', 'formatted_google': 'taiyosushirestaurant'}, {'score': 80, 'google': 'Usaghi Restaurant', 'formatted_google': 'usaghirestaurant'}]"
 NIMA Sushi (Milano - Duomo),[]
 NIMA Sushi (Milano - Centrale),"[{'score': 83, 'google': 'Kingyo Sushi Milano Centrale', 'formatted_google': 'kingyosushimilanocentrale'}]"
 NIMA Sushi (Milano - Corso Sempione),[]
 NU Pure Asian Cuisine,[]
 NOYI Restaurant Japanese,"[{'score': 91, 'google': 'Moya Restaurant Japanese', 'formatted_google': 'moyarestaurantjapanese'}]"
 NRestaurant Novotel Milano Linate,[]
 Nana Veg Kitchen,"[{'score': 100, 'google': 'Nana Veg Kitchen', 'formatted_google': 'nanavegkitchen'}]"
 Nami Sushi,"[{'score': 84, 'google': 'Amico Sushi', 'formatted_google': 'amicosushi'}, {'score': 82, 'google': 'Umi Sushi', 'formatted_google': 'umisushi'}]"
 Nabu Home Restaurant,"[{'score': 81, 'google': 'Same Restaurant', 'formatted_google': 'samerestaurant'}]"
 Napule è,"[{'score': 100, 'google': 'Napule è', 'formatted_google': 'napuleè'}]"
 NUN Taste of Middle East - Porta Ticinese,[]
 Nap Caffè,[]
 Nami Sushi & Asian Cucine,[]
 Nata a Milano,"[{'score': 100, 'google': 'Nata a Milano', 'formatted_google': 'nataamilano'}]"
 NaBi Natura Biologica,[]
 Nannini Restaurant,"[{'score': 80, 'google': 'MI-Nù Restaurant', 'formatted_google': 'minùrestaurant'}, {'score': 80, 'google': 'Naviglio Restaurant', 'formatted_google': 'navigliorestaurant'}]"
 Natural Break,"[{'score': 100, 'google': 'Natural Break', 'formatted_google': 'naturalbreak'}]"
 Nata a Milano,"[{'score': 100, 'google': 'Nata a Milano', 'formatted_google': 'nataamilano'}]"
 Namaste’ Ristorante Indiano e Nepalese,[]
 Nannini Milano Diaz,[]
 Naturalmente,"[{'score': 100, 'google': 'Naturalmente', 'formatted_google': 'naturalmente'}]"
 Napoli Cafè - BistrO' amburgHeria,"[{'score': 98, 'google': 'Napoli Cafè - Bistrò amburgHeria', 'formatted_google': 'napolicafèbistròamburgheria'}]"
 Naxos,"[{'score': 100, 'google': 'Naxos', 'formatted_google': 'naxos'}]"
 Naturalmente a Milano - Rigoni di Asiago,"[{'score': 100, 'google': 'Naturalmente a Milano Rigoni di Asiago', 'formatted_google': 'naturalmenteamilanorigonidiasiago'}]"
 Nassar Ristorante Pizzeria,"[{'score': 100, 'google': 'Nassar Ristorante Pizzeria', 'formatted_google': 'nassarristorantepizzeria'}]"
 Nazca Bar,[]
 Nea Pizza,"[{'score': 100, 'google': 'NEAPIZZA', 'formatted_google': 'neapizza'}]"
 Naviglio 48,[]
 Nebbia,[]
 Nat's fresh & delicious,[]
 Neokisho street food,"[{'score': 100, 'google': 'Neokisho street food', 'formatted_google': 'neokishostreetfood'}]"
 Navigli Craft Beer,[]
 Neon Pub,[]
 Neo Kisho,[]
 Napoli 1820 - Cucina e Pizza D'autore,[]
 Nelson,[]
 Nera sushi,[]
 Neta,"[{'score': 100, 'google': 'Neta', 'formatted_google': 'neta'}]"
 Neroscuro,[]
 Nelson cafe,[]
 Nerino Dieci Trattoria,"[{'score': 100, 'google': 'Nerino Dieci Trattoria', 'formatted_google': 'nerinodiecitrattoria'}]"
 Nerodieci,[]
 Nero 9,"[{'score': 100, 'google': 'Nero 9', 'formatted_google': 'nero9'}]"
 Nepal Fast Food,[]
 Nekko Asian Street Food,[]
 Nephenta,[]
 New Art Cafe,[]
 Nettare dei Santi,[]
 New Al Noor,[]
 New Brand Café,[]
 New Gibson,"[{'score': 100, 'google': 'New Gibson', 'formatted_google': 'newgibson'}]"
 Nevelata,[]
 Next,"[{'score': 100, 'google': 'Next', 'formatted_google': 'next'}]"
 New Family,"[{'score': 80, 'google': 'FAMILY', 'formatted_google': 'family'}]"
 New Forno Modestino,[]
 New York Lounge,"[{'score': 100, 'google': 'New York Lounge', 'formatted_google': 'newyorklounge'}]"
 Nhero,"[{'score': 80, 'google': 'Nero 9', 'formatted_google': 'nero9'}]"
 New Tredes Caffe' e Bistrot,"[{'score': 81, 'google': 'NEW NATURE CAFE & BISTROT', 'formatted_google': 'newnaturecafebistrot'}]"
 New Friday Ristorante Pizzeria,"[{'score': 80, 'google': 'La Masseria Ristorante Pizzeria', 'formatted_google': 'lamasseriaristorantepizzeria'}, {'score': 80, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 81, 'google': 'Trefor Cafè Ristorante Pizzeria', 'formatted_google': 'treforcafèristorantepizzeria'}, {'score': 80, 'google': 'Uno Più Ristorante Pizzeria', 'formatted_google': 'unopiùristorantepizzeria'}]"
 New Ghandi,[]
 New Sigiri Lanka,[]
 New Q Beer,[]
 Nico Quick Bite,[]
 Niks&Co,"[{'score': 100, 'google': ""Nik's & Co."", 'formatted_google': 'niksco'}]"
 Night Food,[]
 Nietta Pizzeria Friggitoria,"[{'score': 100, 'google': 'Nietta Pizzeria Friggitoria', 'formatted_google': 'niettapizzeriafriggitoria'}]"
 Night Train Pub,[]
 Nico Bar,[]
 Nilda's Lechon,"[{'score': 100, 'google': ""Nilda's Lechon"", 'formatted_google': 'nildaslechon'}]"
 Nina Roll,[]
 Nhow Milano Restaurant,[]
 Nico Ristorante Pizzeria,"[{'score': 81, 'google': 'Baia Blu Ristorante Pizzeria', 'formatted_google': 'baiabluristorantepizzeria'}, {'score': 83, 'google': 'Da Carlos Ristorante Pizzeria', 'formatted_google': 'dacarlosristorantepizzeria'}, {'score': 85, 'google': 'Il Mondo Ristorante Pizzeria', 'formatted_google': 'ilmondoristorantepizzeria'}, {'score': 81, 'google': 'La Botte - Ristorante Pizzeria', 'formatted_google': 'labotteristorantepizzeria'}, {'score': 83, 'google': 'Nassar Ristorante Pizzeria', 'formatted_google': 'nassarristorantepizzeria'}, {'score': 91, 'google': 'Pino |Ristorante Pizzeria', 'formatted_google': 'pinoristorantepizzeria'}, {'score': 82, 'google': 'Ristorante Al 27 Pizzeria', 'formatted_google': 'ristoranteal27pizzeria'}, {'score': 80, 'google': 'Ristorante Pizzeria Hobby', 'formatted_google': 'ristorantepizzeriahobby'}, {'score': 80, 'google': ""Ristorante Pizzeria L'Agorà"", 'formatted_google': 'ristorantepizzerialagorà'}, {'score': 90, 'google': 'Ristorante pizzeria', 'formatted_google': 'ristorantepizzeria'}, {'score': 84, 'google': 'San Giorgio Ristorante-Pizzeria', 'formatted_google': 'sangiorgioristorantepizzeria'}, {'score': 80, 'google': 'Sciué Sciué 90 Ristorante Pizzeria', 'formatted_google': 'sciuésciué90ristorantepizzeria'}, {'score': 89, 'google': 'Uno Più Ristorante Pizzeria', 'formatted_google': 'unopiùristorantepizzeria'}]"
 Nishiki,"[{'score': 100, 'google': 'Nishiki', 'formatted_google': 'nishiki'}]"
 Nigutìn Enoteca & Gastronomia,[]
 Nizza,"[{'score': 100, 'google': 'Nizza', 'formatted_google': 'nizza'}]"
 Niconoce Enoteca con cucina,[]
 Nik Finelli Cafè,[]
 Nk Bar,[]
 Nishiki Koi,"[{'score': 100, 'google': 'Nishiki Koi', 'formatted_google': 'nishikikoi'}]"
 Nino Verace Bar,[]
 Nisida Verace,[]
 Niuda Ramen A Mano,"[{'score': 100, 'google': 'Niuda Ramen a Mano', 'formatted_google': 'niudaramenamano'}]"
 Noblesse Oblige,"[{'score': 100, 'google': 'Noblesse Oblige', 'formatted_google': 'noblesseoblige'}]"
 NoLoSo,[]
 Noi Pesce,"[{'score': 100, 'google': 'Noi Pesce', 'formatted_google': 'noipesce'}]"
 NoceLab,"[{'score': 100, 'google': 'Nocelab', 'formatted_google': 'nocelab'}]"
 Niro Meet Bar,[]
 Non Solo Caffè,"[{'score': 100, 'google': 'Non solo caffè', 'formatted_google': 'nonsolocaffè'}]"
 Noma29,[]
 Nobu Milano,"[{'score': 80, 'google': 'MOBA Milano', 'formatted_google': 'mobamilano'}]"
 Niso's Pizza & Hamburger,[]
 Non Solo Lesso,"[{'score': 100, 'google': 'Non Solo Lesso', 'formatted_google': 'nonsololesso'}]"
 Non Solo Pizza,"[{'score': 100, 'google': 'NON SOLO PIZZA', 'formatted_google': 'nonsolopizza'}]"
 Non Solo Caffé,"[{'score': 100, 'google': 'Non solo caffè', 'formatted_google': 'nonsolocaffè'}]"
 Non Solo Caffé,"[{'score': 100, 'google': 'Non solo caffè', 'formatted_google': 'nonsolocaffè'}]"
 Noodle Bar,"[{'score': 100, 'google': 'Noodle Bar', 'formatted_google': 'noodlebar'}]"
 Nonna Vittoria Ristorante,"[{'score': 100, 'google': 'Nonna Vittoria Ristorante', 'formatted_google': 'nonnavittoriaristorante'}]"
 Noodle House,"[{'score': 100, 'google': 'Noodle House', 'formatted_google': 'noodlehouse'}]"
 Norma'S Restaurant,"[{'score': 100, 'google': ""Norma'S Restaurant"", 'formatted_google': 'normasrestaurant'}]"
 Nordest Caffe,"[{'score': 96, 'google': 'NordEst Caffé', 'formatted_google': 'nordestcaffé'}]"
 Norman,[]
 Non Solo Piada,"[{'score': 83, 'google': 'NON SOLO PIZZA', 'formatted_google': 'nonsolopizza'}, {'score': 83, 'google': 'Non Solo Pizza', 'formatted_google': 'nonsolopizza'}]"
 Noodle Soup,[]
 Non Solo Puglia Teche Uei,[]
 Nosh Gelato,[]
 Novecento,"[{'score': 100, 'google': 'Novecento', 'formatted_google': 'novecento'}]"
 Nordic Grill Milano,[]
 Novotel Cafe,[]
 Noor Brera milano,[]
 Norin Caffe Bistro,[]
 Nu-Cube,"[{'score': 100, 'google': 'nu-cube', 'formatted_google': 'nucube'}]"
 Note di Cucina,"[{'score': 100, 'google': 'Note di Cucina', 'formatted_google': 'notedicucina'}]"
 Nozomi,"[{'score': 100, 'google': 'Nozomi', 'formatted_google': 'nozomi'}]"
 Nowhere,[]
 Nonna Maria Osteria Romana,[]
 Noyi Chef,[]
 Nudo & Crudo Bistrò,"[{'score': 100, 'google': 'Nudo & Crudo Bistrò', 'formatted_google': 'nudocrudobistrò'}]"
 Nottingham Forest Cocktail Bar,[]
 Nuhar Cafe,[]
 Nu Italian Restaurant,"[{'score': 83, 'google': 'Ci Asian Restaurant', 'formatted_google': 'ciasianrestaurant'}, {'score': 89, 'google': 'CÖR Italian Restaurant', 'formatted_google': 'cöritalianrestaurant'}, {'score': 80, 'google': 'Ivan&Frank - Italian Restaurant', 'formatted_google': 'ivanfrankitalianrestaurant'}, {'score': 86, 'google': 'Nu Italian Restaurant (6 piano)', 'formatted_google': 'nuitalianrestaurant6piano'}, {'score': 80, 'google': 'Sitar Indian Restaurant', 'formatted_google': 'sitarindianrestaurant'}]"
 Number One,[]
 Nuit Cafè,[]
 Nui City Jungle Cafè,[]
 Nuovo Yacht,"[{'score': 100, 'google': 'Nuovo Yacht', 'formatted_google': 'nuovoyacht'}]"
 Nuova Positano,"[{'score': 100, 'google': 'Nuova Positano', 'formatted_google': 'nuovapositano'}]"
 Nuova Brianza,"[{'score': 100, 'google': 'Nuova Brianza', 'formatted_google': 'nuovabrianza'}]"
 Nuova Arena,"[{'score': 80, 'google': 'Nuova Margellina', 'formatted_google': 'nuovamargellina'}]"
 Nunasoulfood,"[{'score': 80, 'google': 'Soul food', 'formatted_google': 'soulfood'}]"
 Nuovo Mitsui 3,"[{'score': 92, 'google': 'Nuovo Mitsui 2', 'formatted_google': 'nuovomitsui2'}]"
 Nuovo Mitsui 1 Via San gregorio,[]
 Nuovo Forno Ortica,[]
 OM Food,"[{'score': 80, 'google': 'Food', 'formatted_google': 'food'}]"
 Nuovo Bar delle Ore,[]
 OK 3 Pizzeria,"[{'score': 87, 'google': 'Coke Pizzeria', 'formatted_google': 'cokepizzeria'}, {'score': 84, 'google': 'Pizzeria', 'formatted_google': 'pizzeria'}, {'score': 84, 'google': 'Pizzeria', 'formatted_google': 'pizzeria'}, {'score': 84, 'google': 'Pizzeria', 'formatted_google': 'pizzeria'}, {'score': 84, 'google': 'Pizzeria', 'formatted_google': 'pizzeria'}]"
 Oasi,[]
 Oasi Giapponese,"[{'score': 100, 'google': 'Oasi Giapponese', 'formatted_google': 'oasigiapponese'}]"
 Nuvole Pizza e Fritti,[]
 O Peperino e Milano,[]
 Nàpiz',"[{'score': 86, 'google': 'Piz', 'formatted_google': 'piz'}]"
 Oasis milano,"[{'score': 100, 'google': 'OASIS MILANO', 'formatted_google': 'oasismilano'}]"
 Nun Taste of Middle East,[]
 OTIVM Milano,[]
 Obama Bar Ristorante Pizzeria,"[{'score': 100, 'google': 'Obama Bar Ristorante Pizzeria', 'formatted_google': 'obamabarristorantepizzeria'}]"
 Ocean Restaurant,"[{'score': 100, 'google': 'Ocean Restaurant', 'formatted_google': 'oceanrestaurant'}]"
 Obicà Mozzarella Bar - Duomo,"[{'score': 100, 'google': 'Obicà Mozzarella Bar - Duomo', 'formatted_google': 'obicàmozzarellabarduomo'}]"
 Ocean Break,[]
 Officina 12,"[{'score': 100, 'google': 'Officina 12', 'formatted_google': 'officina12'}]"
 Oasis Cafè,[]
 Obicà Mozzarella Bar - Cusani,"[{'score': 80, 'google': 'Obicà Mozzarella Bar - Duomo', 'formatted_google': 'obicàmozzarellabarduomo'}]"
 Ocean Fish,[]
 Od Caffè Mondadori,[]
 OHA Tropical City Bar & Bubble Tea,[]
 Off The Poke,"[{'score': 100, 'google': 'Off The Poke', 'formatted_google': 'offthepoke'}]"
