Unnamed: 0,title,r_bubbles,r_number,cook_type,expensive
1057, Pizzeria Cupido,"Punteggio 4,5 su 5",123 recensioni,"Italiana, Pizza",1
1058, Boa Boa Milano,"Punteggio 4,5 su 5",83 recensioni,"Sushi, Giapponese",2.5
1059, Il Santa Bistrò Moderno,"Punteggio 4,0 su 5",201 recensioni,"Italiana, Mediterranea",2.5
1060, Alzaia 26,"Punteggio 4,0 su 5",594 recensioni,"Italiana, Mediterranea",2.5
1061, Trattoria Il Cormorano,"Punteggio 4,0 su 5",757 recensioni,"Italiana, Pizza",2.5
1063, Il Salumaio di Montenapoleone,"Punteggio 4,0 su 5",1.125 recensioni,Italiana,€€€€
1064, Jin Yong,"Punteggio 4,0 su 5",213 recensioni,"Mediorientale, Pesce",1
1065, Al Desiderio,"Punteggio 4,0 su 5",351 recensioni,"Italiana, Giapponese",2.5
1066, Il Priscio - Duomo - Panzerotteria con salumi,"Punteggio 4,0 su 5",615 recensioni,"Italiana, Pizza",2.5
1067, Ristorante Sant 'Eustorgio,"Punteggio 4,0 su 5",1.449 recensioni,"Italiana, Pesce",2.5
1068, Pizzeria Positano,"Punteggio 4,5 su 5",45 recensioni,"Pizza, Napoletana",2.5
1069, Osteria SPQ Milano,"Punteggio 4,0 su 5",477 recensioni,"Italiana, Mediterranea",2.5
1070, Ristorante Ratanà,"Punteggio 3,5 su 5",1.525 recensioni,"Italiana, Lombarda",2.5
1071, Arcieri,"Punteggio 4,0 su 5",604 recensioni,"Italiana, Pesce",2.5
1072, Savorlee’S Gourmet Restaurant,"Punteggio 4,5 su 5",79 recensioni,"Italiana, Pesce",2.5
1073, Locale Milano,"Punteggio 4,5 su 5",51 recensioni,Italiana,2.5
1074, Magnamm,"Punteggio 4,5 su 5",69 recensioni,"Italiana, Pizza",2.5
1075, Ghe Sem Monti,"Punteggio 4,0 su 5",456 recensioni,"Italiana, Cinese",2.5
1076, Sulle Nuvole,"Punteggio 4,0 su 5",237 recensioni,"Italiana, Pesce",2.5
1077, Sarla,"Punteggio 4,0 su 5",635 recensioni,"Indiana, Asiatica",2.5
1078, Maio Restaurant,"Punteggio 4,0 su 5",1.754 recensioni,"Italiana, Mediterranea",2.5
1079, Pinch - Spirits & Kitchen,"Punteggio 4,0 su 5",352 recensioni,"Italiana, Bar",2.5
1080, ZZ Sogni Magici di Zheng Zita,"Punteggio 5,0 su 5",34 recensioni,"Cinese, Salutistica",1
1081, Da Martino,"Punteggio 4,0 su 5",761 recensioni,"Italiana, Mediterranea",1
1082, La Guardiola Pizzeria Napoletana,"Punteggio 4,5 su 5",194 recensioni,"Italiana, Pizza",1
1083, Ishi Restaurant Fusion,"Punteggio 4,0 su 5",329 recensioni,"Cinese, Giapponese",2.5
1084, Mulligans,"Punteggio 4,0 su 5",202 recensioni,"Italiana, Irlandese",2.5
1085, Niconoce Enoteca con cucina,"Punteggio 5,0 su 5",38 recensioni,"Italiana, Wine Bar",2.5
1086, Lo Stuzzichino di Mare,"Punteggio 4,0 su 5",185 recensioni,Italiana,2.5
1087, Osteria delle Commari,"Punteggio 4,0 su 5",246 recensioni,"Italiana, Mediterranea",2.5
1089, Leon d'Oro,"Punteggio 4,0 su 5",332 recensioni,"Giapponese, Pesce",2.5
1090, La Porta Rossa,"Punteggio 4,0 su 5",504 recensioni,"Italiana, Pizza",2.5
1091, La Caveja,"Punteggio 4,5 su 5",83 recensioni,"Italiana, Fast food",1
1092, Al Cuoco di Bordo,"Punteggio 4,0 su 5",873 recensioni,"Italiana, Pesce",2.5
1093, Berberè Milano Navigli,"Punteggio 4,0 su 5",313 recensioni,"Pizza, Italiana",2.5
1095, Pizzando Grigliando,"Punteggio 4,0 su 5",671 recensioni,"Italiana, Pizza",2.5
1096, Trattoria Milanese Dal 1933,"Punteggio 4,0 su 5",1.168 recensioni,"Italiana, Mediterranea",2.5
1097, Brera 29 Cucina & Cocktails,"Punteggio 4,5 su 5",89 recensioni,"Italiana, Mediterranea",?
1098, Osteria La Vecchia Lira,"Punteggio 4,0 su 5",899 recensioni,"Italiana, Mediterranea",2.5
1099, Trattoria Al Capolinea,"Punteggio 4,0 su 5",493 recensioni,"Italiana, Mediterranea",2.5
1100, NU Pure Asian Cuisine,"Punteggio 4,0 su 5",1.298 recensioni,"Cinese, Giapponese",2.5
1101, Ristorante La Foglia,"Punteggio 4,0 su 5",630 recensioni,"Italiana, Pesce",2.5
1102, Ristorante & Pizzeria La Barchetta,"Punteggio 4,0 su 5",445 recensioni,"Pizza, Pesce",2.5
1103, Moe's,"Punteggio 4,5 su 5",148 recensioni,"Bar, Pizza",1
1104, Bruschetteria Grill&BBQ by Eataly,"Punteggio 4,0 su 5",318 recensioni,"Italiana, Mediterranea",2.5
1105, Ristorante Terra e Mare,"Punteggio 4,0 su 5",227 recensioni,"Italiana, Mediterranea",2.5
1106, Braceria la Peppa,"Punteggio 4,0 su 5",312 recensioni,"Barbecue, Salutistica",1
1107, La Pizza Sapore d'Italia,"Punteggio 4,0 su 5",556 recensioni,"Italiana, Pizza",1
1108, Brutti di Mare,"Punteggio 4,0 su 5",575 recensioni,"Italiana, Pesce",€€€€
1109, Cocopazzo,"Punteggio 3,5 su 5",591 recensioni,"Italiana, Pizza",2.5
1110, K-kaiseki Sushi Restaurant - Milano,"Punteggio 4,0 su 5",146 recensioni,"Cinese, Giapponese",?
1111, Serica,"Punteggio 4,5 su 5",73 recensioni,"Italiana, Cinese",2.5
1112, Ristorante Al Peck,"Punteggio 4,0 su 5",325 recensioni,"Italiana (nord), Italiana (centro)",€€€€
1113, Trussardi alla Scala,"Punteggio 4,0 su 5",871 recensioni,"Italiana, Mediterranea",€€€€
1114, Hygge,"Punteggio 4,0 su 5",340 recensioni,"Caffè, Internazionale",1
1115, Kanji Light,"Punteggio 4,0 su 5",448 recensioni,"Cinese, Giapponese",2.5
1116, Toyama,"Punteggio 4,0 su 5",527 recensioni,"Cinese, Giapponese",1
1117, Trattoria La Colonna,"Punteggio 4,0 su 5",387 recensioni,"Italiana, Mediterranea",2.5
1118, Hua Cheng,"Punteggio 4,0 su 5",382 recensioni,"Cinese, Asiatica",1
1119, Altroke,"Punteggio 4,5 su 5",119 recensioni,"Italiana, Mediterranea",2.5
1121, Al Gargano,"Punteggio 4,0 su 5",152 recensioni,"Italiana, Pizza",2.5
1122, Ristorante Osteria Al 29,"Punteggio 4,0 su 5",472 recensioni,"Italiana, Pizza",2.5
1123, 02 Hosteria Contemporanea,"Punteggio 5,0 su 5",37 recensioni,Italiana,?
1124, Ristorante Melara,"Punteggio 4,0 su 5",158 recensioni,"Italiana, Mediterranea",2.5
1125, Altrimenti,"Punteggio 4,5 su 5",109 recensioni,"Italiana, Pesce",2.5
1127, Capra e Cavoli,"Punteggio 3,5 su 5",1.380 recensioni,"Mediterranea, Europea",2.5
1128, Pizzeria La Rustica,"Punteggio 4,0 su 5",226 recensioni,"Italiana, Pizza",1
1129, Ramen House,"Punteggio 4,0 su 5",366 recensioni,"Cinese, Giapponese",1
1130, Macellaio RC,"Punteggio 4,0 su 5",281 recensioni,Italiana,€€€€
1131, By Caputo al Duomo,"Punteggio 4,0 su 5",1.075 recensioni,"Pizza, Napoletana",2.5
1132, We Love Food,"Punteggio 5,0 su 5",59 recensioni,"Americana, Italiana",1
1133, Lasagna Factory,"Punteggio 4,5 su 5",60 recensioni,Italiana,2.5
1134, Ristorante Bombay,"Punteggio 4,0 su 5",241 recensioni,"Indiana, Asiatica",2.5
1135, Ristorante Salefino,"Punteggio 4,0 su 5",331 recensioni,"Italiana, Mediterranea",2.5
1136, Ristorante alla Cucina delle Langhe,"Punteggio 3,5 su 5",646 recensioni,"Italiana, Mediterranea",2.5
1137, Ristorante Singapore,"Punteggio 4,0 su 5",284 recensioni,"Cinese, Asiatica",2.5
1138, La Darsena,"Punteggio 4,5 su 5",98 recensioni,"Italiana, Pizza",2.5
1139, Ghe sem Borsieri,"Punteggio 4,0 su 5",320 recensioni,Italiana,2.5
1140, CotoliAMO,"Punteggio 4,5 su 5",80 recensioni,"Italiana, Italiana (nord)",2.5
1141, Marcellino Il Sarto Del Panino,"Punteggio 4,5 su 5",49 recensioni,"Italiana, Gastronomia",2.5
1142, Mammina Pizzeria e Cucina Genuina,"Punteggio 4,0 su 5",399 recensioni,"Italiana, Pizza",2.5
1143, La Caveja Piadineria,"Punteggio 4,5 su 5",147 recensioni,"Italiana, Fast food",1
1144, Pepe Nero,"Punteggio 4,5 su 5",85 recensioni,"Italiana, Pizza",2.5
1145, Kindai Japanese Fusion Taste,"Punteggio 4,0 su 5",120 recensioni,"Cinese, Pesce",2.5
1146, Rua,"Punteggio 5,0 su 5",49 recensioni,"Italiana, Mediterranea",2.5
1147, Trattoria Montina dal 1995,"Punteggio 4,0 su 5",361 recensioni,"Italiana, Pesce",2.5
1148, Night Train Pub,"Punteggio 5,0 su 5",26 recensioni,Pub,2.5
1149, Pizzeria Ristorante Salernitano,"Punteggio 4,0 su 5",492 recensioni,"Italiana, Pizza",2.5
1150, la cantina di manuela di Via Poerio,"Punteggio 4,0 su 5",448 recensioni,"Italiana, Mediterranea",2.5
1151, Osteria della Stazione,"Punteggio 4,0 su 5",344 recensioni,"Italiana, Pizza",2.5
1153, Ca’ Turati,"Punteggio 4,5 su 5",238 recensioni,"Italiana, Caffè",2.5
1154, Ristorante Amarcord,"Punteggio 4,0 su 5",225 recensioni,"Italiana, Pesce",2.5
1155, Wine Road,"Punteggio 4,5 su 5",169 recensioni,"Italiana, Wine Bar",2.5
1156, Il Trullo Osteria Pizzeria Cucina Pugliese,"Punteggio 4,0 su 5",491 recensioni,"Italiana, Pizza",2.5
1157, Pizzeria Biagio,"Punteggio 4,0 su 5",407 recensioni,"Italiana, Napoletana",1
1159, Beershow,"Punteggio 4,5 su 5",92 recensioni,"Birreria, Pub",1
1160, Golocious Milano,"Punteggio 4,0 su 5",244 recensioni,"Italiana, Americana",2.5
1161, Panghea Ristorante,"Punteggio 4,0 su 5",993 recensioni,"Italiana, Europea",2.5
1162, la gravina,"Punteggio 4,0 su 5",485 recensioni,"Italiana, Pizza",1
1163, Costa Sigieri,"Punteggio 4,5 su 5",96 recensioni,"Italiana, Pesce",2.5
1164, Pizzeria Tradizionale,"Punteggio 4,0 su 5",984 recensioni,Italiana,2.5
1165, La Cappelletta,"Punteggio 3,5 su 5",982 recensioni,"Italiana, Pizza",2.5
1166, Miscusi,"Punteggio 4,0 su 5",1.212 recensioni,Italiana,2.5
1167, Cheers Pub,"Punteggio 4,0 su 5",196 recensioni,"Birreria, Bar",1
1168, Ristorante Novecento,"Punteggio 4,0 su 5",638 recensioni,"Italiana, Pizza",2.5
1169, Marghe - Via Plinio,"Punteggio 4,0 su 5",907 recensioni,"Italiana, Pizza",2.5
1170, Trattoria All'Antica,"Punteggio 4,0 su 5",261 recensioni,"Italiana, Pesce",2.5
1171, Ristorante Indiano Kiran,"Punteggio 4,5 su 5",53 recensioni,Indiana,1
1172, Frades Porto Cervo - Milano,"Punteggio 4,5 su 5",56 recensioni,"Italiana, Pesce",€€€€
1173, Deep Milano,"Punteggio 4,0 su 5",655 recensioni,"Italiana, Americana",2.5
1174, 13 Giugno Goldoni,"Punteggio 4,0 su 5",884 recensioni,"Italiana, Mediterranea",€€€€
1175, Organics SkyGarden @ Cielo,"Punteggio 4,5 su 5",77 recensioni,"Italiana, Mediterranea",2.5
1176, Organic Pizza and Food,"Punteggio 4,0 su 5",221 recensioni,"Italiana, Pizza",2.5
1177, La Sala del Vino,"Punteggio 4,5 su 5",72 recensioni,"Italiana, Wine Bar",2.5
1178, Mexicali Navigli,"Punteggio 4,0 su 5",1.001 recensioni,"Messicana, Centro americana",2.5
1179, The FisherMan Pasta,"Punteggio 4,0 su 5",216 recensioni,"Italiana, Pesce",1
1180, Giardino di Giada,"Punteggio 4,0 su 5",377 recensioni,"Cinese, Pesce",2.5
1181, Terrazza Palestro,"Punteggio 3,5 su 5",548 recensioni,Mediterranea,2.5
1182, Catalana,"Punteggio 4,0 su 5",214 recensioni,"Mediterranea, Italiana",2.5
1183, Sfrigola,"Punteggio 4,5 su 5",54 recensioni,"Italiana, Pesce",2.5
1185, Denzel,"Punteggio 3,5 su 5",727 recensioni,"Americana, Israeliana",2.5
1186, Rossopomodoro,"Punteggio 4,0 su 5",1.463 recensioni,"Pesce, Italiana",2.5
1187, AltaGuardia17,"Punteggio 4,5 su 5",63 recensioni,"Mediterranea, Italiana",€€€€
1188, Ex Mauri Osteria di tradizione,"Punteggio 4,0 su 5",670 recensioni,"Italiana, Mediterranea",2.5
1189, MOEBIUS,"Punteggio 4,0 su 5",191 recensioni,"Italiana, Pesce",2.5
1191, Ristorante Pizzeria Garden,"Punteggio 4,0 su 5",344 recensioni,"Italiana, Pizza",1
1192, MASQUENADA,"Punteggio 4,0 su 5",721 recensioni,"Messicana, Latino americana",2.5
1193, Pizzeria Americ,"Punteggio 4,0 su 5",273 recensioni,"Italiana, Pizza",1
1194, Boscogrosso Enoteca,"Punteggio 4,0 su 5",383 recensioni,"Italiana, Mediterranea",2.5
1195, 13 Pizza&Ammore,"Punteggio 4,0 su 5",129 recensioni,"Italiana, Pizza",2.5
1196, Pastamadre,"Punteggio 3,5 su 5",700 recensioni,"Italiana, Pesce",2.5
1197, Ristorante da Giulia,"Punteggio 4,0 su 5",559 recensioni,"Italiana, Pesce",2.5
1198, Osteria il Gran Burrone,"Punteggio 4,0 su 5",274 recensioni,"Italiana, Pesce",2.5
1199, Papilla Milano,"Punteggio 4,5 su 5",124 recensioni,"Italiana, Pizza",2.5
1200, Ristorante Phoenix,"Punteggio 4,5 su 5",64 recensioni,"Cinese, Pesce",2.5
1201, Briciole,"Punteggio 4,0 su 5",164 recensioni,"Italiana, Pizza",1
1202, Pogue Mahone's,"Punteggio 4,0 su 5",265 recensioni,"Irlandese, Bar",1
1203, Ristorante Baobab Cucina Multietnica,"Punteggio 4,0 su 5",214 recensioni,Africana,1
1204, Mood Factory,"Punteggio 4,0 su 5",537 recensioni,"Americana, Bar",2.5
1205, Hostaria Terza Carbonaia,"Punteggio 4,0 su 5",670 recensioni,"Italiana, Pizza",2.5
1206, Principe Bar,"Punteggio 4,5 su 5",123 recensioni,Bar,€€€€
1207, Manhattan Navigli,"Punteggio 4,0 su 5",961 recensioni,"Italiana, Bar",1
1208, Romeo la Pinseria der Colosseo,"Punteggio 4,0 su 5",224 recensioni,"Romana, Laziale",2.5
1209, Verso Verde,"Punteggio 4,5 su 5",174 recensioni,"Italiana, Mediterranea",2.5
1210, Pizzart da Gimmy,"Punteggio 4,0 su 5",150 recensioni,"Italiana, Pizza",1
1211, Ramen Station,"Punteggio 4,0 su 5",183 recensioni,"Giapponese, Asiatica",2.5
1212, Impronta Birraia,"Punteggio 4,0 su 5",480 recensioni,"Italiana, Americana",2.5
1213, Barabba Pizza Bistrot,"Punteggio 4,0 su 5",260 recensioni,"Italiana, Pizza",2.5
1214, Garage Italia,"Punteggio 4,0 su 5",374 recensioni,"Italiana, Mediterranea",2.5
1215, Osteria Papà Nicola,"Punteggio 4,0 su 5",222 recensioni,"Lombarda, Italiana (nord)",2.5
1217, Macha Cafe,"Punteggio 4,0 su 5",576 recensioni,"Giapponese, Caffè",1
1218, Giglio Rosso,"Punteggio 4,0 su 5",457 recensioni,"Italiana, Pesce",2.5
1219, Llevataps,"Punteggio 3,5 su 5",499 recensioni,"Pesce, Mediterranea",2.5
1220, Superpizza,"Punteggio 4,5 su 5",198 recensioni,Pizza,1
1221, Pizzeria da Mimmo,"Punteggio 4,0 su 5",199 recensioni,"Italiana, Pizza",1
1223, Mandarin Garden,"Punteggio 4,0 su 5",416 recensioni,"Bar, Italiana",€€€€
1224, La Bottega,"Punteggio 4,0 su 5",217 recensioni,"Italiana, Mediterranea",1
1225, Felice a Testaccio Milano,"Punteggio 3,5 su 5",773 recensioni,"Italiana, Mediterranea",2.5
1226, Osteria della Pasta e Fagioli,"Punteggio 4,0 su 5",661 recensioni,"Italiana, Mediterranea",2.5
1227, Ristorante L.a. Torre del Mangia...mi,"Punteggio 4,0 su 5",242 recensioni,"Italiana, Pesce",2.5
1228, Ristorante Borsieri 39,"Punteggio 4,0 su 5",233 recensioni,"Italiana, Mediterranea",2.5
1229, Osteria del Lazzaretto,"Punteggio 4,0 su 5",389 recensioni,"Italiana, Pizza",1
1230, Wafu,"Punteggio 4,0 su 5",515 recensioni,"Cinese, Giapponese",2.5
1231, Temakinho Milan Brera,"Punteggio 4,0 su 5",2.819 recensioni,"Giapponese, Brasiliana",2.5
1232, Drogheria Milanese San Marco,"Punteggio 4,0 su 5",518 recensioni,"Italiana, Pesce",2.5
1233, Capuano's,"Punteggio 4,0 su 5",86 recensioni,"Italiana, Pizza",2.5
1234, The Different Burger,"Punteggio 4,0 su 5",434 recensioni,"Fast food, Barbecue",2.5
1235, Berberè Milano Isola,"Punteggio 4,0 su 5",1.051 recensioni,"Italiana, Pizza",2.5
1236, Il Postino,"Punteggio 4,0 su 5",257 recensioni,"Italiana, Pizza",1
1237, Carta da Zucchero,"Punteggio 4,5 su 5",88 recensioni,"Bar, Caffè",2.5
1238, La Società Milano,"Punteggio 4,5 su 5",122 recensioni,"Italiana, Mediterranea",2.5
1239, Finger's Garden,"Punteggio 4,0 su 5",2.451 recensioni,"Giapponese, Pesce",€€€€
1240, Osteria Dei Mosaici,"Punteggio 4,0 su 5",354 recensioni,"Italiana, Pesce",2.5
1241, Bellavista Cafè,"Punteggio 4,0 su 5",429 recensioni,"Italiana, Pizza",2.5
1242, Anatolia Doner Kebab,"Punteggio 4,0 su 5",161 recensioni,"Fast food, Turca",1
1243, Drogheria Milanese Conca del Naviglio,"Punteggio 4,0 su 5",1.124 recensioni,"Italiana, Mediterranea",2.5
1244, Osteria del Binari,"Punteggio 4,0 su 5",2.343 recensioni,"Italiana, Pesce",2.5
1245, La Pizza Biscottata Gourmet,"Punteggio 4,0 su 5",536 recensioni,"Italiana, Pizza",2.5
1246, Cambusa 2.0,"Punteggio 4,5 su 5",84 recensioni,"Bar, Pub",1
1247, Ichimi 2,"Punteggio 4,0 su 5",210 recensioni,"Giapponese, Cinese",2.5
1249, Testina Milano,"Punteggio 4,0 su 5",859 recensioni,"Italiana, Europea",2.5
1250, Rocking Horse,"Punteggio 4,0 su 5",629 recensioni,"Italiana, Lombarda",2.5
1251, Al 91,"Punteggio 4,0 su 5",873 recensioni,"Pizza, Pesce",2.5
1252, Li-sei Deli Gastronomia Coreana,"Punteggio 4,5 su 5",40 recensioni,"Coreana, Asiatica",1
1253, Fishbar de Milan,"Punteggio 4,0 su 5",272 recensioni,"Italiana, Pesce",2.5
1255, Ristorante Hazama,"Punteggio 5,0 su 5",39 recensioni,"Giapponese, Pesce",2.5
1256, Pizzicato Municipio Napoletano,"Punteggio 4,5 su 5",94 recensioni,"Italiana, Pizza",2.5
1257, Vegamore,"Punteggio 4,5 su 5",115 recensioni,"Italiana, Gastronomia",1
1258, Al Matarel,"Punteggio 3,5 su 5",767 recensioni,"Italiana, Lombarda",2.5
1259, Donna Burgherita,"Punteggio 4,0 su 5",229 recensioni,"Italiana, Americana",€€€€
1260, Say Cheese Bistrot,"Punteggio 4,5 su 5",52 recensioni,"Italiana, Francese",2.5
1261, La Granseola,"Punteggio 4,0 su 5",291 recensioni,"Italiana, Pesce",2.5
1262, Rajput,"Punteggio 4,0 su 5",293 recensioni,"Indiana, Asiatica",2.5
1263, Osterialnove,"Punteggio 3,5 su 5",471 recensioni,"Italiana, Pesce",2.5
1264, Ristorante Wu,"Punteggio 4,0 su 5",431 recensioni,"Asiatica, Fusion giapponese",2.5
1265, Pizzeria da Giuliano,"Punteggio 4,0 su 5",240 recensioni,"Italiana, Pizza",1
1266, La Locanda,"Punteggio 4,0 su 5",237 recensioni,"Italiana, Pizza",1
1267, Ristorante San Telmo,"Punteggio 4,0 su 5",549 recensioni,"Argentina, Grill",€€€€
1268, JiaoZi e Bollicine - Chinitaly,"Punteggio 4,5 su 5",66 recensioni,"Italiana, Cinese",2.5
1269, Fusho,"Punteggio 4,5 su 5",109 recensioni,"Sushi, Fusion",1
1270, Don Raffaele,"Punteggio 4,0 su 5",863 recensioni,"Italiana, Pizza",2.5
1271, Ribs And Beer,"Punteggio 3,5 su 5",596 recensioni,"Americana, Steakhouse",2.5
1272, 142 Restaurant,"Punteggio 4,5 su 5",80 recensioni,"Italiana, Pesce",2.5
1273, Kashima Sushi,"Punteggio 4,5 su 5",76 recensioni,"Giapponese, Pesce",2.5
1274, Blumarina,"Punteggio 4,0 su 5",381 recensioni,"Italiana, Pizza",1
1275, Tram Tram,"Punteggio 4,5 su 5",89 recensioni,"Italiana, Mediterranea",2.5
1276, Cavoli a Merenda!,"Punteggio 4,5 su 5",70 recensioni,"Italiana, Pesce",€€€€
1277," El Patio del Gaucho, Javier Zanetti","Punteggio 4,5 su 5",108 recensioni,"Barbecue, Argentina",€€€€
1278, Mappamondo Royal,"Punteggio 4,0 su 5",130 recensioni,"Italiana, Pesce",2.5
1279, Ecookingworld,"Punteggio 4,0 su 5",207 recensioni,"Italiana, Mediterranea",2.5
1281, Ristorante Pizzeria Sant'Ambrogio,"Punteggio 4,0 su 5",256 recensioni,"Italiana, Pizza",1
1282, Camillo Benso,"Punteggio 3,5 su 5",686 recensioni,"Italiana, Pizza",2.5
1283, Il Kaimano,"Punteggio 4,0 su 5",1.268 recensioni,"Italiana, Pizza",2.5
1284, Ristorante Pizzeria Sabatini,"Punteggio 4,0 su 5",1.653 recensioni,"Italiana, Pizza",2.5
1285, I Love Poke Tortona,"Punteggio 4,5 su 5",137 recensioni,Hawaiana,2.5
1287, Timeout 5,"Punteggio 4,5 su 5",170 recensioni,"Italiana, Pizza",2.5
1288, Cafè de Ville,"Punteggio 4,0 su 5",532 recensioni,"Caffè, Europea",2.5
1289, Trattoria Angolomilano,"Punteggio 4,0 su 5",397 recensioni,"Italiana, Internazionale",2.5
1290, Gastronomia Comotti,"Punteggio 4,5 su 5",162 recensioni,"Italiana, Mediterranea",2.5
1291, La Cassoeula del Togn,"Punteggio 4,5 su 5",35 recensioni,"Lombarda, Italiana (nord)",?
1292, Osteria Da Flavio,"Punteggio 5,0 su 5",27 recensioni,"Italiana, Pesce",2.5
1293, Scalo Farini,"Punteggio 4,0 su 5",288 recensioni,"Italiana, Bar",2.5
1294, Ristorante La Giara,"Punteggio 4,0 su 5",289 recensioni,"Italiana, Mediterranea",2.5
1295, Al Muleto,"Punteggio 4,0 su 5",204 recensioni,"Italiana, Pesce",2.5
1296, Doriani Solferino Restaurant,"Punteggio 4,5 su 5",134 recensioni,"Pizza, Italiana",2.5
1297, Mar'è - il Buon Gusto,"Punteggio 4,0 su 5",131 recensioni,"Pesce, Italiana",€€€€
1298, PreTesto,"Punteggio 4,0 su 5",465 recensioni,"Italiana, Mediterranea",2.5
1299, SHIKI - Japanese Taste,"Punteggio 4,5 su 5",46 recensioni,"Giapponese, Pesce",2.5
1300, La Piccola Ischia Di Marabini V.,"Punteggio 4,0 su 5",484 recensioni,"Italiana, Pizza",1
1301, Offside Sports Pub,"Punteggio 4,5 su 5",157 recensioni,"Pub, Italiana",1
1302, La Magolfa & Go,"Punteggio 4,5 su 5",55 recensioni,"Italiana, Pizza",2.5
1303, Ristorante Replay,"Punteggio 3,5 su 5",715 recensioni,"Italiana, Pizza",2.5
1304, Hora Feliz,"Punteggio 3,5 su 5",704 recensioni,"Italiana, Bar",1
1305, Sancio Pancia,"Punteggio 4,5 su 5",127 recensioni,Italiana,2.5
1306, Panzerotto Mio Baggio,"Punteggio 4,5 su 5",74 recensioni,"Pizza, Fast food",1
1307, Mashti,"Punteggio 4,5 su 5",115 recensioni,"Fast food, Mediorientale",1
1308, Milleluci,"Punteggio 4,0 su 5",342 recensioni,"Italiana, Mediterranea",2.5
1309, Quei Due,"Punteggio 4,0 su 5",434 recensioni,"Italiana, Pizza",2.5
1310, Tramé - Original Venetian Sandwiches - Garibaldi,"Punteggio 4,0 su 5",791 recensioni,"Italiana, Fast food",1
1311, Rossopomodoro,"Punteggio 3,5 su 5",636 recensioni,"Italiana, Pizza",2.5
1313, Cinema Teatro Trieste,"Punteggio 4,0 su 5",481 recensioni,"Italiana, Pizza",2.5
1314, MAS Milano,"Punteggio 3,5 su 5",491 recensioni,"Italiana, Bar",1
1315, Rustell,"Punteggio 4,5 su 5",101 recensioni,"Italiana, Barbecue",1
1316, Trattoria Caprese Milano,"Punteggio 4,0 su 5",1.310 recensioni,"Italiana, Pizza",2.5
1317, LITTLE ITALY - via Borsieri,"Punteggio 3,5 su 5",586 recensioni,"Italiana, Pizza",1
1319, Osteria Angelino dal 1899 - Milano,"Punteggio 4,0 su 5",443 recensioni,"Mediterranea, Italiana",2.5
1320, Moscow Mule Bar,"Punteggio 4,5 su 5",99 recensioni,Bar,1
1321, Da Pino,"Punteggio 4,0 su 5",341 recensioni,"Italiana, Mediterranea",1
1322, Il Brutto Anatroccolo,"Punteggio 3,5 su 5",456 recensioni,"Mediterranea, Lombarda",1
1323, Visca Restaurant,"Punteggio 4,5 su 5",38 recensioni,"Pesce, Siciliana",?
1324, Amunì,"Punteggio 4,5 su 5",84 recensioni,"Italiana, Pizza",2.5
1325, Piccola Ischia,"Punteggio 4,0 su 5",326 recensioni,"Italiana, Pizza",1
1326, Bistro Milano,"Punteggio 3,5 su 5",861 recensioni,"Italiana, Mediterranea",2.5
1327, Trattoria Caprese,"Punteggio 4,0 su 5",959 recensioni,"Italiana, Caffè",2.5
1328, Trattoria da Tomaso,"Punteggio 4,0 su 5",167 recensioni,Italiana,1
1329, Ristorante AALTO,"Punteggio 4,5 su 5",89 recensioni,"Internazionale, Contemporanea",€€€€
1330, La Playa di Taormina,"Punteggio 4,0 su 5",218 recensioni,"Italiana, Pesce",2.5
1331, The Stage Milano,"Punteggio 4,0 su 5",494 recensioni,Italiana,€€€€
1332, Strambio Sei,"Punteggio 4,0 su 5",328 recensioni,"Italiana, Pizza",1
1333, Trattoria Calabrese Da Giovanni,"Punteggio 4,5 su 5",101 recensioni,"Italiana, Mediterranea",2.5
